run_label,stage,source,json_path,family_id,task_family,suite_id,layer,mode,profile,row_type,persist_and_reload_stage_ms,control_plane_exchange_stage_ms,runtime_commit_finalize_stage_ms,runtime_data_plane_event_stage_ms,runtime_non_executor_stage_ms,runtime_post_executor_stage_ms,runtime_replay_ledger_stage_ms,runtime_driver_stage_ms,telemetry_emit_stage_ms,workspace_input_stage_ms,workspace_output_stage_ms,codeact_execution_stage_ms,execution_log_capture_stage_ms,runtime_signature_stage_ms,persist_bundle_write_stage_ms,persist_core_reload_stage_ms,persist_integrity_check_stage_ms,persist_retrieval_verification_stage_ms,persist_session_ledger_reload_stage_ms,persist_validator_reload_stage_ms,telemetry_event_write_stage_ms,telemetry_fact_write_stage_ms
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L3/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L3.json,cases.8.metrics,csv_table_profile,,,,,,benchmark_report_json,26.215,1.838,7.444,0.890,1.482,0.929,0.820,48.228,1.733,4.179,0.727,946.279,0.561,1.491,17.399,5.237,1.984,0.600,0.601,0.206,1.126,0.496
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L3/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L3.json,cases.9,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,35.988,2.075,5.022,1.159,1.570,1.028,12.948,69.512,1.805,4.618,0.893,876.561,0.778,1.443,25.859,6.250,1.988,0.853,0.743,0.224,1.184,0.509
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L3/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L3.json,cases.9.metrics,csv_table_profile,,,,,,benchmark_report_json,35.988,2.075,5.022,1.159,1.570,1.028,12.948,69.512,1.805,4.618,0.893,876.561,0.778,1.443,25.859,6.250,1.988,0.853,0.743,0.224,1.184,0.509
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L3/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L3.json,telemetry_summary,csv_table_profile,,,,,,benchmark_report_json,286.413,19.592,66.011,9.470,16.144,10.743,33.119,530.283,18.943,43.808,7.855,9096.416,6.067,15.386,195.544,53.291,20.103,6.221,7.333,2.102,12.306,5.423
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,,csv_table_profile_v1,csv_table_profile_v1,v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile,L2,api,typed control plus semantic pruning,benchmark_report_json,294.647,20.346,63.076,10.270,22.115,11.213,25.432,539.890,23.758,42.934,8.731,8980.657,6.478,15.558,200.133,56.975,20.516,6.550,6.568,2.089,16.494,5.955
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.0,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,44.889,1.825,3.158,0.885,1.603,1.046,0.758,61.384,1.858,4.189,1.252,899.571,0.822,1.470,30.336,9.860,2.544,0.817,0.831,0.259,1.218,0.519
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.0.metrics,csv_table_profile,,,,,,benchmark_report_json,44.889,1.825,3.158,0.885,1.603,1.046,0.758,61.384,1.858,4.189,1.252,899.571,0.822,1.470,30.336,9.860,2.544,0.817,0.831,0.259,1.218,0.519
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.1,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,27.929,1.624,3.559,0.877,1.547,0.920,4.770,50.171,1.771,4.353,0.794,876.643,0.689,1.701,18.905,5.264,1.991,0.716,0.660,0.205,1.156,0.497
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.1.metrics,csv_table_profile,,,,,,benchmark_report_json,27.929,1.624,3.559,0.877,1.547,0.920,4.770,50.171,1.771,4.353,0.794,876.643,0.689,1.701,18.905,5.264,1.991,0.716,0.660,0.205,1.156,0.497
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.2,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.205,2.225,3.389,1.334,6.472,0.929,1.091,54.240,5.791,4.324,0.872,882.643,0.639,1.592,17.547,5.083,1.996,0.589,0.606,0.197,4.892,0.742
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.2.metrics,csv_table_profile,,,,,,benchmark_report_json,26.205,2.225,3.389,1.334,6.472,0.929,1.091,54.240,5.791,4.324,0.872,882.643,0.639,1.592,17.547,5.083,1.996,0.589,0.606,0.197,4.892,0.742
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.3,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.958,1.893,6.828,0.935,1.639,1.029,0.928,48.747,1.864,4.179,0.906,868.315,0.806,1.480,18.172,5.166,2.010,0.592,0.625,0.205,1.211,0.538
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.3.metrics,csv_table_profile,,,,,,benchmark_report_json,26.958,1.893,6.828,0.935,1.639,1.029,0.928,48.747,1.864,4.179,0.906,868.315,0.806,1.480,18.172,5.166,2.010,0.592,0.625,0.205,1.211,0.538
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.4,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.303,2.776,9.004,0.943,1.583,0.945,0.819,50.707,1.848,4.201,0.767,874.194,0.598,1.507,17.602,5.167,1.973,0.583,0.595,0.198,1.205,0.529
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.4.metrics,csv_table_profile,,,,,,benchmark_report_json,26.303,2.776,9.004,0.943,1.583,0.945,0.819,50.707,1.848,4.201,0.767,874.194,0.598,1.507,17.602,5.167,1.973,0.583,0.595,0.198,1.205,0.529
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.5,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.144,1.869,8.663,0.862,1.503,0.914,0.810,50.037,1.732,4.221,0.739,940.714,0.587,1.610,17.456,5.136,1.989,0.588,0.591,0.200,1.115,0.507
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.5.metrics,csv_table_profile,,,,,,benchmark_report_json,26.144,1.869,8.663,0.862,1.503,0.914,0.810,50.037,1.732,4.221,0.739,940.714,0.587,1.610,17.456,5.136,1.989,0.588,0.591,0.200,1.115,0.507
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.6,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.237,1.930,3.633,0.931,1.599,0.886,4.665,47.682,1.832,4.270,0.799,904.226,0.594,1.609,17.593,5.059,2.025,0.582,0.597,0.200,1.193,0.521
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.6.metrics,csv_table_profile,,,,,,benchmark_report_json,26.237,1.930,3.633,0.931,1.599,0.886,4.665,47.682,1.832,4.270,0.799,904.226,0.594,1.609,17.593,5.059,2.025,0.582,0.597,0.200,1.193,0.521
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.7,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,34.093,2.447,12.242,1.402,3.021,2.573,5.211,74.860,3.448,4.174,0.812,890.388,0.592,1.483,24.864,5.356,2.021,0.641,0.792,0.211,2.172,1.055
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.7.metrics,csv_table_profile,,,,,,benchmark_report_json,34.093,2.447,12.242,1.402,3.021,2.573,5.211,74.860,3.448,4.174,0.812,890.388,0.592,1.483,24.864,5.356,2.021,0.641,0.792,0.211,2.172,1.055
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.8,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.531,1.909,8.315,0.925,1.588,1.002,0.874,48.901,1.815,4.390,0.820,935.537,0.581,1.651,17.749,5.174,1.997,0.593,0.620,0.209,1.162,0.533
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.8.metrics,csv_table_profile,,,,,,benchmark_report_json,26.531,1.909,8.315,0.925,1.588,1.002,0.874,48.901,1.815,4.390,0.820,935.537,0.581,1.651,17.749,5.174,1.997,0.593,0.620,0.209,1.162,0.533
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.9,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,29.358,1.848,4.285,1.176,1.560,0.970,5.507,53.161,1.798,4.633,0.970,908.427,0.570,1.456,19.909,5.710,1.968,0.848,0.650,0.207,1.169,0.515
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,cases.9.metrics,csv_table_profile,,,,,,benchmark_report_json,29.358,1.848,4.285,1.176,1.560,0.970,5.507,53.161,1.798,4.633,0.970,908.427,0.570,1.456,19.909,5.710,1.968,0.848,0.650,0.207,1.169,0.515
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/csv_table_profile/L2/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile-L2.json,telemetry_summary,csv_table_profile,,,,,,benchmark_report_json,294.647,20.346,63.076,10.270,22.115,11.213,25.432,539.890,23.758,42.934,8.731,8980.657,6.478,15.558,200.133,56.975,20.516,6.550,6.568,2.089,16.494,5.955
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,,csv_table_profile_v1,csv_table_profile_v1,v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1,L2,api,formal diagnostic text handoff with same semantic selection and no semantic state transfer,benchmark_report_json,337.344,16.237,34.995,7.682,21.764,33.004,39.438,573.304,28.354,64.756,6.744,8943.996,5.063,23.087,228.139,65.022,25.582,7.608,8.108,2.799,22.350,4.874
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.0,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,30.266,1.794,3.224,0.793,1.735,1.030,0.761,48.520,1.826,4.776,0.902,874.305,1.155,1.533,21.378,5.259,2.050,0.637,0.721,0.213,1.219,0.493
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.0.metrics,csv_table_profile,,,,,,benchmark_report_json,30.266,1.794,3.224,0.793,1.735,1.030,0.761,48.520,1.826,4.776,0.902,874.305,1.155,1.533,21.378,5.259,2.050,0.637,0.721,0.213,1.219,0.493
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.1,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.075,1.544,3.053,0.533,1.363,0.967,3.733,46.050,1.414,4.486,1.025,859.178,0.284,1.537,17.597,5.102,1.980,0.594,0.598,0.198,0.933,0.395
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.1.metrics,csv_table_profile,,,,,,benchmark_report_json,26.075,1.544,3.053,0.533,1.363,0.967,3.733,46.050,1.414,4.486,1.025,859.178,0.284,1.537,17.597,5.102,1.980,0.594,0.598,0.198,0.933,0.395
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.2,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,30.248,1.471,3.232,0.515,1.272,0.920,11.782,55.015,1.398,8.913,0.896,863.706,0.651,3.272,17.596,7.419,3.117,0.914,0.894,0.299,0.934,0.367
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.2.metrics,csv_table_profile,,,,,,benchmark_report_json,30.248,1.471,3.232,0.515,1.272,0.920,11.782,55.015,1.398,8.913,0.896,863.706,0.651,3.272,17.596,7.419,3.117,0.914,0.894,0.299,0.934,0.367
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.3,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,38.011,1.471,3.129,0.520,5.920,0.885,0.866,56.586,5.630,4.691,0.301,868.733,0.280,1.486,20.844,10.311,4.033,0.791,1.455,0.562,5.150,0.378
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.3.metrics,csv_table_profile,,,,,,benchmark_report_json,38.011,1.471,3.129,0.520,5.920,0.885,0.866,56.586,5.630,4.691,0.301,868.733,0.280,1.486,20.844,10.311,4.033,0.791,1.455,0.562,5.150,0.378
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.4,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,33.783,1.554,3.103,0.526,1.249,3.865,0.892,50.826,1.397,9.923,0.270,887.153,0.276,4.212,18.342,8.324,4.007,1.329,1.307,0.462,0.943,0.367
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.4.metrics,csv_table_profile,,,,,,benchmark_report_json,33.783,1.554,3.103,0.526,1.249,3.865,0.892,50.826,1.397,9.923,0.270,887.153,0.276,4.212,18.342,8.324,4.007,1.329,1.307,0.462,0.943,0.367
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.5,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.350,1.631,3.889,1.584,3.135,6.093,0.887,57.050,2.723,4.158,0.821,921.435,0.551,1.474,17.840,5.132,1.987,0.592,0.592,0.201,1.724,0.820
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.5.metrics,csv_table_profile,,,,,,benchmark_report_json,26.350,1.631,3.889,1.584,3.135,6.093,0.887,57.050,2.723,4.158,0.821,921.435,0.551,1.474,17.840,5.132,1.987,0.592,0.592,0.201,1.724,0.820
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.6,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,27.000,1.509,2.495,0.514,1.243,0.912,9.265,48.182,1.316,4.265,0.950,883.729,0.661,1.481,17.577,6.056,1.985,0.594,0.584,0.198,0.861,0.373
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.6.metrics,csv_table_profile,,,,,,benchmark_report_json,27.000,1.509,2.495,0.514,1.243,0.912,9.265,48.182,1.316,4.265,0.950,883.729,0.661,1.481,17.577,6.056,1.985,0.594,0.584,0.198,0.861,0.373
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.7,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,49.719,2.090,4.698,1.036,2.553,10.803,2.231,83.272,9.270,6.875,0.392,905.586,0.326,2.455,38.817,6.601,2.538,0.733,0.770,0.253,8.379,0.726
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.7.metrics,csv_table_profile,,,,,,benchmark_report_json,49.719,2.090,4.698,1.036,2.553,10.803,2.231,83.272,9.270,6.875,0.392,905.586,0.326,2.455,38.817,6.601,2.538,0.733,0.770,0.253,8.379,0.726
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.8,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,26.027,1.525,3.154,0.707,1.550,5.586,0.967,49.135,1.522,4.285,0.318,912.523,0.316,1.476,17.588,5.127,1.910,0.602,0.582,0.211,1.013,0.414
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.8.metrics,csv_table_profile,,,,,,benchmark_report_json,26.027,1.525,3.154,0.707,1.550,5.586,0.967,49.135,1.522,4.285,0.318,912.523,0.316,1.476,17.588,5.127,1.910,0.602,0.582,0.211,1.013,0.414
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.9,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,benchmark_report_json,49.864,1.649,5.020,0.954,1.744,1.943,8.054,78.667,1.859,12.384,0.871,967.649,0.563,4.160,40.561,5.691,1.975,0.822,0.608,0.202,1.195,0.542
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,cases.9.metrics,csv_table_profile,,,,,,benchmark_report_json,49.864,1.649,5.020,0.954,1.744,1.943,8.054,78.667,1.859,12.384,0.871,967.649,0.563,4.160,40.561,5.691,1.975,0.822,0.608,0.202,1.195,0.542
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-text-semantic-selection/csv_table_profile_v1/benchmark_reports/v2-local-api-non-kv-20260709_002546-core-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-text-semantic-selection-csv_table_profile_v1-T2.json,telemetry_summary,csv_table_profile,,,,,,benchmark_report_json,337.344,16.237,34.995,7.682,21.764,33.004,39.438,573.304,28.354,64.756,6.744,8943.996,5.063,23.087,228.139,65.022,25.582,7.608,8.108,2.799,22.350,4.874
