run_label,stage,source,json_path,family_id,task_family,suite_id,layer,mode,profile,row_type,persist_and_reload_stage_ms,control_plane_exchange_stage_ms,runtime_commit_finalize_stage_ms,runtime_data_plane_event_stage_ms,runtime_non_executor_stage_ms,runtime_post_executor_stage_ms,runtime_replay_ledger_stage_ms,runtime_driver_stage_ms,telemetry_emit_stage_ms,workspace_input_stage_ms,workspace_output_stage_ms,codeact_execution_stage_ms,execution_log_capture_stage_ms,runtime_signature_stage_ms,persist_bundle_write_stage_ms,persist_core_reload_stage_ms,persist_integrity_check_stage_ms,persist_retrieval_verification_stage_ms,persist_session_ledger_reload_stage_ms,persist_validator_reload_stage_ms,telemetry_event_write_stage_ms,telemetry_fact_write_stage_ms
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.0.runtime_overhead_summary.driver_stage_totals_ms,,,,,,,stage_stdout_json,1168.907,104.020,257.201,37.284,114.084,62.847,40.309,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.0.runtime_overhead_summary.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,2148.968,112.167,180.796,32.025,36950.147,23.510,65.410,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.0.runtime_overhead_summary.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,812.695,212.120,82.204,24.955,24.910,8.167,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.1.runtime_overhead_summary.driver_stage_totals_ms,,,,,,,stage_stdout_json,1156.336,1416.663,160.909,99.339,104.999,53.151,35.054,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.1.runtime_overhead_summary.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,3369.552,124.497,171.974,30.359,32321.333,21.278,63.138,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.1.runtime_overhead_summary.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,799.532,213.765,81.766,23.301,25.187,8.684,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.2.runtime_overhead_summary.driver_stage_totals_ms,,,,,,,stage_stdout_json,1305.675,247.165,166.291,83.088,70.847,53.399,40.499,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.2.runtime_overhead_summary.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,2344.036,99.504,208.385,31.188,36255.598,24.055,75.480,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.family_evidence.2.runtime_overhead_summary.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,899.422,239.984,93.071,28.169,30.885,10.148,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.runtime_overhead_summary.driver_stage_totals_ms,,,,,,,stage_stdout_json,3630.919,1767.847,584.401,219.712,289.929,169.397,115.863,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.runtime_overhead_summary.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,7862.555,336.168,561.156,93.573,105527.078,68.843,204.027,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,evidence_pack.runtime_overhead_summary.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,2511.649,665.869,257.041,76.425,80.982,26.999,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.0,,,,L0,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,17.352,4.938
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.0.runtime_overhead,,,,L0,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,17.352,4.938
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.0.runtime_overhead.driver_stage_totals_ms,,,,,,,stage_stdout_json,280.038,20.364,63.821,7.405,22.785,28.494,9.644,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.0.runtime_overhead.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,517.672,23.420,46.116,8.283,9213.196,6.050,15.838,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.0.runtime_overhead.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,194.109,51.876,19.680,6.142,6.130,2.014,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.1,,,,L1,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,27.072,5.367
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.1.runtime_overhead,,,,L1,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,27.072,5.367
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.1.runtime_overhead.driver_stage_totals_ms,,,,,,,stage_stdout_json,291.759,21.599,69.205,8.817,37.443,11.081,9.091,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.1.runtime_overhead.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,548.540,33.647,45.010,7.956,8977.162,5.872,16.430,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.1.runtime_overhead.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,203.273,52.801,20.951,6.216,6.425,2.016,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.2,,,,L2,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,12.042,5.228
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.2.runtime_overhead,,,,L2,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,12.042,5.228
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.2.runtime_overhead.driver_stage_totals_ms,,,,,,,stage_stdout_json,298.198,42.280,65.623,9.787,16.303,13.463,12.404,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.2.runtime_overhead.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,548.389,18.460,44.421,8.100,9375.406,5.963,16.450,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.2.runtime_overhead.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,209.629,52.428,19.818,6.247,6.159,2.060,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.3,,,,L3,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,29.950,5.432
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.3.runtime_overhead,,,,L3,,,stage_stdout_json,,,,,,,,,,,,,,,,,,,,,29.950,5.432
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.3.runtime_overhead.driver_stage_totals_ms,,,,,,,stage_stdout_json,298.912,19.777,58.553,11.275,37.553,9.809,9.170,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.3.runtime_overhead.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,534.366,36.640,45.249,7.685,9384.384,5.625,16.691,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.layer_summaries.3.runtime_overhead.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,205.685,55.015,21.756,6.351,6.196,2.076,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.runtime_overhead_summary.driver_stage_totals_ms,,,,,,,stage_stdout_json,1168.907,104.020,257.201,37.284,114.084,62.847,40.309,,,,,,,,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.runtime_overhead_summary.outer_stage_totals_ms,,,,,,,stage_stdout_json,,,,,,,,2148.968,112.167,180.796,32.025,36950.147,23.510,65.410,,,,,,,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.evidence_pack.runtime_overhead_summary.persist_and_reload_breakdown_totals_ms,,,,,,,stage_stdout_json,,,,,,,,,,,,,,,812.695,212.120,82.204,24.955,24.910,8.167,,
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0,csv_table_profile_v1,csv_table_profile_v1,v2-local-api-non-kv-20260709_002546-core-r01_10_continuous_api_local-continuous-csv_table_profile,L0,api,pure text cold baseline,stage_stdout_json,280.038,20.364,63.821,7.405,22.785,28.494,9.644,517.672,23.420,46.116,8.283,9213.196,6.050,15.838,194.109,51.876,19.680,6.142,6.130,2.014,17.352,4.938
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.0,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.244,2.037,3.272,0.546,7.534,0.927,0.711,49.741,7.393,4.570,0.802,951.423,0.630,1.938,17.844,5.002,1.973,0.593,0.619,0.204,6.827,0.453
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.0.metrics,,,,,,,stage_stdout_json,26.244,2.037,3.272,0.546,7.534,0.927,0.711,49.741,7.393,4.570,0.802,951.423,0.630,1.938,17.844,5.002,1.973,0.593,0.619,0.204,6.827,0.453
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.1,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.178,2.476,9.302,0.566,1.474,0.974,0.808,48.247,1.864,4.216,0.770,910.693,0.659,1.508,17.717,5.076,1.959,0.588,0.623,0.205,1.246,0.497
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.1.metrics,,,,,,,stage_stdout_json,26.178,2.476,9.302,0.566,1.474,0.974,0.808,48.247,1.864,4.216,0.770,910.693,0.659,1.508,17.717,5.076,1.959,0.588,0.623,0.205,1.246,0.497
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.2,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.636,1.930,2.877,0.811,1.795,12.509,0.820,55.682,1.785,4.253,0.821,938.961,0.588,1.468,18.202,5.067,1.968,0.591,0.604,0.196,1.178,0.499
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.2.metrics,,,,,,,stage_stdout_json,26.636,1.930,2.877,0.811,1.795,12.509,0.820,55.682,1.785,4.253,0.821,938.961,0.588,1.468,18.202,5.067,1.968,0.591,0.604,0.196,1.178,0.499
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.3,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,27.614,1.985,7.308,0.860,1.840,0.980,0.996,50.253,1.821,5.678,0.831,895.621,0.583,1.684,18.980,5.197,1.970,0.605,0.645,0.208,1.213,0.501
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.3.metrics,,,,,,,stage_stdout_json,27.614,1.985,7.308,0.860,1.840,0.980,0.996,50.253,1.821,5.678,0.831,895.621,0.583,1.684,18.980,5.197,1.970,0.605,0.645,0.208,1.213,0.501
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.4,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.132,1.988,7.084,0.821,1.779,0.941,0.868,47.751,1.743,4.553,0.836,932.578,0.568,1.613,17.609,5.169,1.957,0.592,0.596,0.200,1.146,0.490
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.4.metrics,,,,,,,stage_stdout_json,26.132,1.988,7.084,0.821,1.779,0.941,0.868,47.751,1.743,4.553,0.836,932.578,0.568,1.613,17.609,5.169,1.957,0.592,0.596,0.200,1.146,0.490
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.5,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.039,1.836,7.583,0.645,1.543,0.947,0.857,48.412,1.589,5.086,0.884,955.937,0.625,1.524,17.530,5.151,1.975,0.583,0.595,0.197,1.068,0.426
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.5.metrics,,,,,,,stage_stdout_json,26.039,1.836,7.583,0.645,1.543,0.947,0.857,48.412,1.589,5.086,0.884,955.937,0.625,1.524,17.530,5.151,1.975,0.583,0.595,0.197,1.068,0.426
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.6,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,25.762,1.773,3.390,0.704,1.705,6.862,0.833,49.138,1.734,4.276,0.871,884.298,0.599,1.480,17.373,5.057,1.957,0.582,0.587,0.197,1.136,0.495
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.6.metrics,,,,,,,stage_stdout_json,25.762,1.773,3.390,0.704,1.705,6.862,0.833,49.138,1.734,4.276,0.871,884.298,0.599,1.480,17.373,5.057,1.957,0.582,0.587,0.197,1.136,0.495
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.7,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,34.667,2.458,9.582,0.718,1.929,2.418,1.950,63.190,2.254,4.400,0.835,918.320,0.633,1.596,26.009,5.210,1.966,0.601,0.665,0.203,1.406,0.680
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.7.metrics,,,,,,,stage_stdout_json,34.667,2.458,9.582,0.718,1.929,2.418,1.950,63.190,2.254,4.400,0.835,918.320,0.633,1.596,26.009,5.210,1.966,0.601,0.665,0.203,1.406,0.680
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.8,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.302,1.780,9.002,0.760,1.586,0.989,0.844,50.584,1.618,4.232,0.745,923.567,0.582,1.484,17.766,5.154,1.991,0.578,0.604,0.201,1.057,0.456
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.8.metrics,,,,,,,stage_stdout_json,26.302,1.780,9.002,0.760,1.586,0.989,0.844,50.584,1.618,4.232,0.745,923.567,0.582,1.484,17.766,5.154,1.991,0.578,0.604,0.201,1.057,0.456
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.9,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,34.465,2.102,4.421,0.974,1.599,0.947,0.956,54.676,1.619,4.852,0.888,901.797,0.584,1.544,25.077,5.793,1.963,0.829,0.593,0.203,1.076,0.442
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.cases.9.metrics,,,,,,,stage_stdout_json,34.465,2.102,4.421,0.974,1.599,0.947,0.956,54.676,1.619,4.852,0.888,901.797,0.584,1.544,25.077,5.793,1.963,0.829,0.593,0.203,1.076,0.442
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.0.telemetry_summary,,,,,,,stage_stdout_json,280.038,20.364,63.821,7.405,22.785,28.494,9.644,517.672,23.420,46.116,8.283,9213.196,6.050,15.838,194.109,51.876,19.680,6.142,6.130,2.014,17.352,4.938
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1,csv_table_profile_v1,csv_table_profile_v1,v2-local-api-non-kv-20260709_002546-core-r01_10_continuous_api_local-continuous-csv_table_profile,L1,api,typed control only,stage_stdout_json,291.759,21.599,69.205,8.817,37.443,11.081,9.091,548.540,33.647,45.010,7.956,8977.162,5.872,16.430,203.273,52.801,20.951,6.216,6.425,2.016,27.072,5.367
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.0,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,35.676,2.754,4.115,1.636,3.050,0.911,0.700,62.455,2.978,4.409,0.764,895.456,0.615,1.517,27.189,5.057,1.973,0.600,0.646,0.202,1.921,0.872
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.0.metrics,,,,,,,stage_stdout_json,35.676,2.754,4.115,1.636,3.050,0.911,0.700,62.455,2.978,4.409,0.764,895.456,0.615,1.517,27.189,5.057,1.973,0.600,0.646,0.202,1.921,0.872
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.1,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,31.776,1.900,4.023,0.678,9.936,2.657,1.514,61.534,8.257,4.482,0.809,863.491,0.626,1.960,23.435,5.034,1.974,0.568,0.565,0.193,7.435,0.675
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.1.metrics,,,,,,,stage_stdout_json,31.776,1.900,4.023,0.678,9.936,2.657,1.514,61.534,8.257,4.482,0.809,863.491,0.626,1.960,23.435,5.034,1.974,0.568,0.565,0.193,7.435,0.675
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.2,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,27.602,1.835,3.357,0.715,5.399,0.918,0.836,49.590,4.466,4.612,0.752,854.947,0.559,1.667,18.051,5.201,2.967,0.590,0.581,0.201,3.866,0.487
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.2.metrics,,,,,,,stage_stdout_json,27.602,1.835,3.357,0.715,5.399,0.918,0.836,49.590,4.466,4.612,0.752,854.947,0.559,1.667,18.051,5.201,2.967,0.590,0.581,0.201,3.866,0.487
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.3,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.508,1.978,14.594,0.681,1.587,0.951,0.885,55.006,1.629,4.521,0.780,862.930,0.569,1.685,17.980,5.137,1.981,0.588,0.615,0.201,1.083,0.445
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.3.metrics,,,,,,,stage_stdout_json,26.508,1.978,14.594,0.681,1.587,0.951,0.885,55.006,1.629,4.521,0.780,862.930,0.569,1.685,17.980,5.137,1.981,0.588,0.615,0.201,1.083,0.445
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.4,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,27.606,1.838,7.398,0.712,1.619,0.937,0.833,49.843,1.667,4.477,0.752,853.790,0.565,1.591,18.856,5.315,1.980,0.594,0.648,0.203,1.102,0.458
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.4.metrics,,,,,,,stage_stdout_json,27.606,1.838,7.398,0.712,1.619,0.937,0.833,49.843,1.667,4.477,0.752,853.790,0.565,1.591,18.856,5.315,1.980,0.594,0.648,0.203,1.102,0.458
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.5,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,27.671,2.685,9.206,0.850,1.708,0.962,0.887,55.218,1.639,4.308,0.777,916.902,0.609,1.547,18.551,5.374,2.103,0.633,0.798,0.205,1.095,0.434
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.5.metrics,,,,,,,stage_stdout_json,27.671,2.685,9.206,0.850,1.708,0.962,0.887,55.218,1.639,4.308,0.777,916.902,0.609,1.547,18.551,5.374,2.103,0.633,0.798,0.205,1.095,0.434
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.6,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.866,2.660,3.504,1.026,9.077,0.932,0.845,58.552,7.906,4.481,0.876,909.565,0.621,1.654,18.039,5.298,2.060,0.601,0.658,0.202,7.164,0.607
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.6.metrics,,,,,,,stage_stdout_json,26.866,2.660,3.504,1.026,9.077,0.932,0.845,58.552,7.906,4.481,0.876,909.565,0.621,1.654,18.039,5.298,2.060,0.601,0.658,0.202,7.164,0.607
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.7,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.663,2.278,7.492,0.695,1.597,0.930,0.824,49.816,1.606,4.571,0.820,890.385,0.575,1.742,17.946,5.296,1.972,0.613,0.623,0.205,1.064,0.437
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.7.metrics,,,,,,,stage_stdout_json,26.663,2.278,7.492,0.695,1.597,0.930,0.824,49.816,1.606,4.571,0.820,890.385,0.575,1.742,17.946,5.296,1.972,0.613,0.623,0.205,1.064,0.437
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.8,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,26.990,1.892,9.818,0.813,1.821,0.935,0.826,51.293,1.781,4.297,0.807,995.677,0.566,1.571,18.402,5.231,1.972,0.583,0.596,0.201,1.188,0.489
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.8.metrics,,,,,,,stage_stdout_json,26.990,1.892,9.818,0.813,1.821,0.935,0.826,51.293,1.781,4.297,0.807,995.677,0.566,1.571,18.402,5.231,1.972,0.583,0.596,0.201,1.188,0.489
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.9,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,34.401,1.779,5.699,1.012,1.651,0.947,0.943,55.233,1.719,4.849,0.820,934.019,0.566,1.496,24.824,5.858,1.970,0.846,0.695,0.202,1.155,0.463
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.cases.9.metrics,,,,,,,stage_stdout_json,34.401,1.779,5.699,1.012,1.651,0.947,0.943,55.233,1.719,4.849,0.820,934.019,0.566,1.496,24.824,5.858,1.970,0.846,0.695,0.202,1.155,0.463
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.1.telemetry_summary,,,,,,,stage_stdout_json,291.759,21.599,69.205,8.817,37.443,11.081,9.091,548.540,33.647,45.010,7.956,8977.162,5.872,16.430,203.273,52.801,20.951,6.216,6.425,2.016,27.072,5.367
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.2,csv_table_profile_v1,csv_table_profile_v1,v2-local-api-non-kv-20260709_002546-core-r01_10_continuous_api_local-continuous-csv_table_profile,L2,api,typed control plus semantic pruning,stage_stdout_json,298.198,42.280,65.623,9.787,16.303,13.463,12.404,548.389,18.460,44.421,8.100,9375.406,5.963,16.450,209.629,52.428,19.818,6.247,6.159,2.060,12.042,5.228
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.2.cases.0,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,29.252,1.981,3.436,0.912,1.567,0.961,0.695,48.456,1.772,4.325,0.790,927.173,0.628,1.573,20.736,4.936,1.986,0.600,0.599,0.201,1.143,0.507
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.2.cases.0.metrics,,,,,,,stage_stdout_json,29.252,1.981,3.436,0.912,1.567,0.961,0.695,48.456,1.772,4.325,0.790,927.173,0.628,1.573,20.736,4.936,1.986,0.600,0.599,0.201,1.143,0.507
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.2.cases.1,continuous_csv_table_analysis,continuous_csv_table_analysis,,,,,stage_stdout_json,27.003,1.850,13.862,0.909,1.585,0.965,0.800,55.908,1.785,4.528,0.825,911.204,0.610,2.234,18.284,5.102,1.970,0.604,0.638,0.207,1.150,0.519
core,r01_10_continuous_api_local,artifacts/stages/r01_10_continuous_api_local/stdout.json,family_reports.0.layers.2.cases.1.metrics,,,,,,,stage_stdout_json,27.003,1.850,13.862,0.909,1.585,0.965,0.800,55.908,1.785,4.528,0.825,911.204,0.610,2.234,18.284,5.102,1.970,0.604,0.638,0.207,1.150,0.519
