run_label,stage,source,json_path,family_id,task_family,suite_id,layer,mode,profile,row_type,api_prompt_tokens_delta,api_llm_total_tokens_delta,api_completion_tokens_delta,llm_prompt_bytes,prompt_visible_total_bytes,raw_evidence_bytes_seen_by_llm,control_bytes,prompt_scaffolding_bytes_total,llm_prompt_tokens,llm_total_tokens,selected_evidence_bytes,pruning_gain_bytes,api_debug_prompt_tokens_delta,api_debug_llm_total_tokens_delta,llm_prompt_delta_l2_vs_t2,prompt_visible_delta_l2_vs_t2,llm_prompt_saved_by_state_ref_bytes,prompt_visible_saved_by_state_ref_bytes
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-008/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-008/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-008/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-008/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-008/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-008/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,5047,3957,,3434,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-006/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,5051,3957,,3027,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-004/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,7015,5928,,3474,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-003/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,6576,5928,,3454,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,783,3501,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,783,3501,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,783,3501,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,783,3501,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,5973,,,,,,3501,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,5973,,,,,,3501,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-002/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,6625,5973,,3511,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,563,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L3/csv-profile-009/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,5055,3957,,2968,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,1838,126,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,1838,126,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,1838,126,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,1838,126,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,0,,,,,,126,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,0,,,,,,126,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-010/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,3175,0,,3047,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-007/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,4614,3957,,3398,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-001/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,6143,5928,,2919,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,5928,,,,,,3516,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-005/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,7017,5928,,3009,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-008/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,5047,3957,,3434,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,8.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,11,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,11.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,399,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,22,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,22.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,,521,,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,31,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/telemetry.json,31.metrics,csv_table_profile,,,,,,telemetry_json,,,,,,3957,,,,,,2645,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-006/logs/hydration_audit.json,,csv_table_profile,,,,,,hydration_audit_json,,,,,5051,3957,,3027,,,,,,,,,,
core,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/workspaces/flagship-ablation/continuous/csv_table_profile/L2/csv-profile-004/logs/telemetry.json,8,csv_table_profile,,,,,,telemetry_json,,,,,,,,,,,768,3516,,,,,,
